Index,DeviceTime_ms,Step_ms,V1,V2,V3,V4
590,623871,48,37.503,363.221,15.597,49.567
591,623830,-41,30.99,367.748,15.232,52.941
592,623862,32,30.265,365.455,15.377,57.216
593,623879,17,39.654,365.577,16.602,53.955
594,623857,-22,48.161,354.779,18.324,51.449
595,623834,-23,46.178,345.626,18.944,58.261
596,623865,31,43.347,344.963,17.576,60.178
597,623836,-29,42.161,356.437,16.067,53.695
598,623773,-63,35.795,362.867,15.385,50.619
599,623841,68,31.252,367.294,15.413,55.086
600,623822,-19,34.832,364.223,16.445,56.083
601,623868,46,44.469,349.295,17.858,52.825
602,623877,9,47.019,347.01,18.579,54.611
603,623889,12,43.016,352.517,17.54,59.531
604,623835,-54,42.379,359.101,16.356,51.692
605,623865,30,38.915,365.553,15.609,53.067
606,623865,0,33.824,364.694,15.632,55.785
607,623867,2,33.679,361.046,16.571,54.76
608,623913,46,41.512,351.875,17.616,54.014
609,623896,-17,43.778,349.451,17.974,57.729
610,623840,-56,41.643,351.437,17.276,57.724
611,623842,2,40.171,357.884,16.321,53.391
612,623873,31,36.083,362.759,15.65,52.391
613,623860,-13,34.115,364.657,15.828,55.183
614,623875,15,39.332,361.18,16.734,55.38
615,623924,49,44.897,354.35,17.522,54.208
616,623880,-44,44.253,350.808,17.73,56.518
617,623855,-25,41.706,351.737,17.199,57.787
618,623875,20,40.639,356.446,16.431,54.687
619,623859,-16,37.614,360.912,15.749,52.704
620,623891,32,35.085,363.857,15.913,54.661
621,623860,-31,38.106,361.424,16.732,55.546
622,623884,24,43.521,355.996,17.496,54.548
623,623885,1,44.173,351.739,17.571,55.755
624,623861,-24,41.938,355.679,17.025,57.366
625,623831,-30,40.66,359.697,16.263,55.373
626,623895,64,38.466,362.658,15.909,53.104
627,623793,-102,36.078,361.347,16.222,54.3
628,623848,55,37.722,356.894,16.863,54.774
629,623885,37,42.353,352.713,17.388,55.436
630,623872,-13,43.855,352.708,17.31,56.868
631,623917,45,42.022,355.39,16.804,55.644
632,623856,-61,38.853,359.134,16.251,53.638
633,623855,-1,36.728,361.766,16.046,54.154
634,623863,8,37.731,361.039,16.293,55.207
635,623839,-24,41.6,357.3,16.984,55.002
636,623870,31,43.327,353.597,17.395,55.405
637,623922,52,42.069,353.135,17.201,56.612
638,623853,-69,40.577,355.441,16.698,55.773
639,623825,-28,39.053,358.832,16.186,53.987
640,623872,47,37.386,361.235,16.16,54.232
641,623869,-3,38.061,360.731,16.54,55.153
642,623922,53,41.147,357.502,16.969,55.07
643,623921,-1,42.876,354.223,17.14,55.467
644,623904,-17,41.641,353.703,16.967,56.44
645,623864,-40,39.746,356.01,16.434,55.987
646,623887,23,37.625,359.655,15.799,54.733
647,623883,-4,34.463,369.604,15.239,53.961
648,623845,-38,34.045,373.905,16.029,54.39
649,623845,0,44.162,366.694,17.828,55.087
650,623864,19,55.182,365.323,17.904,52.473
651,623854,-10,46.753,370.232,16.084,57.517
652,623902,48,28.436,369.59,14.838,68.018
653,623831,-71,21.718,363.008,14.949,71.441
654,623857,26,18.03,348.816,14.972,73.456
655,623875,18,8.766,316.571,14.45,81.757
656,623903,28,1.912,263.381,13.968,81.205
657,623836,-67,3.332,204.772,15.167,65.419
658,623859,23,8.088,135.268,16.798,39.365
659,623872,13,10.469,59.055,18.363,16.372
660,623882,10,9.193,24.371,19.455,7.558
661,623783,-99,8.928,19.88,19.691,6.808
662,623890,107,8.929,19.933,19.71,6.647
663,623827,-63,8.79,19.877,19.741,6.515
664,623878,51,8.712,19.861,19.694,6.483
665,623837,-41,8.716,19.856,19.627,6.455
666,623858,21,8.732,19.785,19.671,6.544
667,623841,-17,8.629,19.781,19.601,6.587
668,623788,-53,8.557,19.811,19.635,6.455
669,623785,-3,8.594,19.832,19.674,6.411
670,623851,66,8.621,19.753,19.703,6.403
671,623842,-9,8.665,19.768,19.674,6.512
672,623845,3,8.606,19.762,19.646,6.542
673,623791,-54,8.636,19.806,19.669,6.487
674,623816,25,8.622,19.81,19.668,6.439
675,623827,11,8.611,19.741,19.719,6.419
676,623858,31,8.565,19.715,19.644,6.442
677,623833,-25,8.545,19.711,19.69,6.5
678,623915,82,8.588,19.721,19.728,6.557
679,623895,-20,8.644,19.742,19.749,6.508
680,623931,36,8.632,19.709,19.684,6.445
681,623852,-79,8.557,19.739,19.682,6.508
682,623931,79,8.655,19.662,19.705,6.415
683,623937,6,8.639,19.766,19.741,6.375
684,623915,-22,8.532,19.715,19.652,6.433
685,623987,72,8.588,19.65,19.681,6.374
686,623977,-10,8.697,19.666,19.657,6.379
687,623867,-110,8.631,19.73,19.66,6.489
688,623944,77,8.504,19.796,19.675,6.528
689,623928,-16,8.526,19.823,19.672,6.496
690,623950,22,8.552,19.747,19.693,6.496
691,623952,2,8.465,19.729,19.619,6.45
692,623939,-13,8.494,19.745,19.576,6.392
693,623900,-39,8.512,19.722,19.558,6.42
694,623966,66,8.549,19.72,19.589,6.528
695,623917,-49,8.631,19.695,19.673,6.452
696,623937,20,8.65,19.694,19.664,6.468
697,623919,-18,8.582,19.642,19.716,6.505
698,623864,-55,8.622,19.645,19.682,6.494
699,623919,55,8.585,19.682,19.64,6.487
700,623891,-28,8.605,19.683,19.568,6.499
701,623851,-40,8.582,19.721,19.618,6.465
702,623920,69,8.606,19.729,19.586,6.46
703,623931,11,8.593,19.697,19.606,6.473
704,623894,-37,8.518,19.746,19.617,6.456
705,623850,-44,8.536,19.77,19.577,6.515
706,623906,56,8.559,19.679,19.595,6.487
707,623890,-16,8.587,19.739,19.583,6.44
708,623934,44,8.543,19.658,19.624,6.425
709,623905,-29,8.475,19.612,19.653,6.508
710,623860,-45,8.489,19.646,19.623,6.399
711,623894,34,8.378,19.637,19.592,6.387
712,623912,18,23.425,20.899,32.327,7.538
713,623929,17,259.122,101.529,50.714,25.581
714,623857,-72,172.695,124.507,20.741,15.054
715,623887,30,9.707,22.154,18.956,7.471
716,623875,-12,98.443,21.48,22.289,3.517
717,623886,11,445.783,17.298,48.203,-3.047
718,623957,71,294.472,60.766,52.304,1.924
719,623913,-44,285.958,70.704,42.169,16.103
720,623971,58,301.565,60.971,47.297,10.23
721,623941,-30,394.694,57.6,49.009,7.272
722,623969,28,431.782,52.673,54.138,5.934
723,623970,1,432.203,51.985,53.39,5.028
724,623949,-21,423.265,53.087,52.797,5.018
725,623910,-39,398.835,52.37,58.446,5.214
726,623894,-16,365.891,56.497,66.259,13.013
727,623922,28,340.183,67.201,62.17,15.092
728,623947,25,359.77,69.663,56.818,10.504
729,623848,-99,386.895,54.821,57.176,6.363
730,623927,79,393.425,44.951,56.032,5.53
731,623911,-16,390.882,45.253,54.703,5.523
732,623927,16,390.255,49.792,56.42,6.872
733,623931,4,370.13,58.978,61.736,11.185
734,623882,-49,349.016,65.893,63.192,13.952
735,623919,37,358.347,64.576,58.403,10.874
736,623921,2,382.154,56.959,55.202,6.893
737,623958,37,390.608,49.067,55.401,5.577
738,623935,-23,391.298,46.34,56.698,5.667
739,623901,-34,386.04,60.32,58.537,7.396
740,623938,37,367.333,65.584,61.875,11.224
741,623939,1,352.353,61.82,61.528,12.641
742,623915,-24,364.801,54.948,57.309,9.504
743,623898,-17,388.939,49.651,55.112,6.634
744,623858,-40,389.619,48.377,56.39,5.633
745,623811,-47,379.662,53.1,58.286,6.156
746,623890,79,363.276,61.892,60.754,8.495
747,623837,-53,356.73,64.306,61.484,11.582
748,623961,124,372.694,59.322,58.986,11.227
749,623918,-43,384.641,52.773,56.368,8.085
750,623925,7,387.833,49.887,55.856,6.061
751,623860,-65,385.052,51.075,57.466,6.961
752,623885,25,374.322,56.377,60.117,9.569
753,623888,3,360.093,62.352,61.209,11.321
754,623907,19,363.526,62.303,59.653,9.747
755,623936,29,378.137,56.508,57.52,7.281
756,623906,-30,385.216,51.489,56.333,6.309
757,623901,-5,386.067,50.655,56.931,6.608
758,623964,63,380.3,53.539,59.335,8.094
759,623934,-30,369.007,58.956,61.13,10.428
760,623951,17,361.007,62.037,60.132,10.636
761,623973,22,370.711,59.871,58.046,8.353
762,623937,-36,381.446,54.402,57.004,6.801
763,623879,-58,384.709,52.382,57.038,6.485
764,623917,38,383.083,56.269,58.577,7.157
765,623891,-26,364.886,60.455,60.797,9.071
766,623909,18,365.764,60.902,60.388,10.536
767,623914,5,376.446,57.1,58.39,9.337
768,623920,6,382.863,52.952,57.365,7.439
769,623944,24,383.511,51.97,57.227,6.663
770,623881,-63,379.249,54.463,58.1,6.813
771,623927,46,370.363,58.529,60.213,8.002
772,623895,-32,364.561,60.582,60.559,9.735
773,623907,12,371.739,58.881,58.746,9.879
774,623906,-1,380.047,54.813,57.549,6.974
775,623917,11,382.652,52.33,57.502,6.796
776,623834,-83,381.25,53.321,58.052,7.466
777,623877,43,374.629,56.684,59.716,9.05
778,623952,75,366.546,59.755,60.485,9.886
779,623945,-7,368.613,59.704,59.139,8.782
780,623987,42,376.705,56.579,57.854,7.344
781,623945,-42,381.183,53.616,57.519,6.797
782,624030,85,381.242,53.089,58.119,7.062
783,623977,-53,377.529,55.452,59.646,8.235
784,623939,-38,369.968,58.792,60.287,9.495
785,623962,23,367.35,59.83,59.285,9.094
786,623953,-9,373.81,54.691,58.119,7.724
787,623956,3,379.786,53.478,57.785,7.0
788,623986,30,378.866,54.723,58.212,6.994
789,623927,-59,372.664,57.56,59.521,7.799
790,623961,34,367.89,59.48,60.272,8.99
791,623873,-88,371.6,58.511,59.419,9.123
792,623945,72,377.982,55.579,58.231,7.913
793,623953,8,380.126,53.89,57.922,7.083
794,623907,-46,379.35,54.431,58.336,6.921
795,623938,31,374.687,56.802,59.434,7.485
796,623925,-13,369.195,58.92,60.165,8.654
797,623895,-30,370.486,58.738,59.455,9.113
798,623940,45,376.412,56.439,58.502,8.284
799,623926,-14,379.371,54.498,58.104,6.989
800,623937,11,379.148,54.421,58.452,7.303
801,623970,33,375.825,56.232,59.433,8.268
802,623915,-55,370.586,58.416,59.975,9.023
803,623923,8,370.143,58.746,59.354,8.41
804,623930,7,375.008,56.862,58.537,7.508
805,623939,9,378.831,54.966,58.274,7.125
806,623960,21,378.907,54.592,58.558,7.288
807,623947,-13,376.603,56.009,59.493,8.032
808,623943,-4,371.587,58.008,59.899,8.785
809,623977,34,370.393,57.172,59.227,8.469
810,624028,51,378.128,55.285,58.543,7.569
811,623974,-54,378.495,54.661,58.349,7.18
812,623966,-8,376.76,55.963,58.827,7.363
813,623968,2,372.271,57.756,59.65,7.998
814,623917,-51,370.578,58.349,59.972,8.546
